Instance,Income
112918,73941.6
112919,60340.484
112920,32560.27
112921,23766.066
112922,138991.97
112923,86663.36
112924,58550.383
112925,197608.73
112926,23570.684
112927,26955.03
112928,38793.45
112929,86867.914
112930,449178.75
112931,44774.086
112932,189418.66
112933,13590.406
112934,46787.242
112935,75825.05
112936,114915.72
112937,378550.7
112938,58980.566
112939,25528.729
112940,76048.44
112941,463966.34
112942,22004.969
112943,265874.97
112944,45399.75
112945,118720.71
112946,38545.348
112947,33345.875
112948,39415.34
112949,43790.867
112950,142181.27
112951,39416.258
112952,26138.926
112953,50166.53
112954,43449.348
112955,28030.695
112956,16510.662
112957,23417.488
112958,696290.25
112959,49643.305
112960,37524.87
112961,352520.5
112962,99325.766
112963,118194.26
112964,25307.488
112965,46286.883
112966,537976.0
112967,36099.16
112968,12912.775
112969,35356.094
112970,10436.02
112971,68597.96
112972,179527.22
112973,47709.055
112974,73690.6
112975,38506.72
112976,28654.238
112977,16754.184
112978,127920.695
112979,255339.72
112980,533338.5
112981,52486.74
112982,35879.305
112983,108474.31
112984,22012.998
112985,11528.869
112986,27154.18
112987,26956.164
112988,24855.426
112989,85898.93
112990,76607.875
112991,35258.562
112992,20389.459
112993,111883.195
112994,21050.395
112995,168969.44
112996,35104.86
112997,420634.75
112998,47372.324
112999,52078.008
113000,30536.957
113001,35963.883
113002,20850.23
113003,74948.24
113004,95119.15
113005,23829.535
113006,44639.36
113007,19906.523
113008,37099.61
113009,21110.242
113010,25525.121
113011,21058.768
113012,19457.04
113013,58823.43
113014,110749.1
113015,137354.81
113016,383200.94
113017,85612.18
113018,46175.17
113019,191463.69
113020,54870.64
113021,43428.73
113022,55627.094
113023,43118.016
113024,73899.445
113025,14580.279
113026,15027.476
113027,45310.89
113028,29362.398
113029,127138.71
113030,58565.527
113031,55309.992
113032,9307.254
113033,99398.35
113034,47436.668
113035,43071.777
113036,189961.19
113037,94177.31
113038,71179.96
113039,79692.8
113040,34791.098
113041,22541.594
113042,235538.4
113043,26687.988
113044,363182.47
113045,892300.5
113046,48188.605
113047,24118.215
113048,35902.066
113049,151490.61
113050,114504.57
113051,143737.97
113052,9920.504
113053,98186.65
113054,61522.1
113055,46520.52
113056,62344.86
113057,24357.516
113058,28425.219
113059,71478.12
113060,58769.645
113061,44218.46
113062,65301.57
113063,209842.56
113064,79078.72
113065,46738.766
113066,17382.49
113067,61923.477
113068,73870.23
113069,15926.579
113070,85804.24
113071,158677.62
113072,41839.176
113073,292133.56
113074,196887.12
113075,35761.945
113076,103462.9
113077,49334.65
113078,43980.438
113079,39344.38
113080,54639.54
113081,67416.31
113082,41040.035
113083,67185.945
113084,76987.555
113085,25946.049
113086,220414.25
113087,769034.94
113088,51524.34
113089,249622.69
113090,42806.11
113091,43625.406
113092,82781.62
113093,43911.46
113094,162462.2
113095,170554.28
113096,71685.98
113097,20080.639
113098,262953.75
113099,12574.029
113100,47679.97
113101,276692.5
113102,285613.25
113103,50415.133
113104,22420.188
113105,13942.958
113106,151511.81
113107,99258.35
113108,125603.766
113109,18514.111
113110,52329.97
113111,102718.82
113112,63393.14
113113,104636.82
113114,44683.945
113115,44398.453
113116,63446.79
113117,209646.62
113118,4373.4146
113119,162713.9
113120,93750.35
113121,35726.387
113122,128390.875
113123,426342.2
113124,17836.322
113125,145378.81
113126,93240.35
113127,71301.44
113128,36097.25
113129,152142.28
113130,123025.34
113131,73900.125
113132,123194.85
113133,58227.53
113134,462748.16
113135,97929.63
113136,105204.195
113137,28105.635
113138,58357.047
113139,132581.84
113140,146941.12
113141,80917.04
113142,23524.445
113143,58049.18
113144,199562.19
113145,78597.93
113146,60828.01
113147,19821.89
113148,226859.42
113149,44662.14
113150,21322.453
113151,28554.928
113152,43673.08
113153,168312.56
113154,85089.23
113155,53166.566
113156,715364.75
113157,196125.84
113158,38320.047
113159,245229.22
113160,19048.447
113161,161245.92
113162,46802.008
113163,25537.105
113164,58178.902
113165,256315.7
113166,36316.344
113167,128353.84
113168,26714.293
113169,50305.117
113170,192970.5
113171,62056.25
113172,118678.85
113173,24511.285
113174,166453.75
113175,60124.766
113176,94567.02
113177,81872.46
113178,23372.59
113179,18251.16
113180,24424.168
113181,36093.1
113182,30310.482
113183,22756.184
113184,44460.1
113185,94673.055
113186,126022.086
113187,160681.11
113188,18991.512
113189,159601.6
113190,28700.398
113191,16936.484
113192,21483.176
113193,100502.62
113194,42163.742
113195,230935.72
113196,27306.402
113197,783296.94
113198,90610.664
113199,43642.5
113200,17441.795
113201,36907.016
113202,20519.238
113203,32456.148
113204,199679.19
113205,657623.5
113206,73917.84
113207,19118.67
113208,184235.28
113209,108402.45
113210,123287.46
113211,50560.984
113212,79881.336
113213,53406.516
113214,36636.902
113215,86038.27
113216,115278.414
113217,31395.102
113218,38880.6
113219,18896.316
113220,132846.81
113221,9578.518
113222,34404.387
113223,153783.81
113224,25604.156
113225,75519.8
113226,45976.64
113227,67321.46
113228,43112.656
113229,10420.037
113230,20550.773
113231,31137.98
113232,261789.05
113233,56072.4
113234,52764.727
113235,269106.28
113236,36463.79
113237,192670.69
113238,82332.99
113239,29465.396
113240,82839.71
113241,109047.62
113242,76248.36
113243,77018.32
113244,33562.242
113245,75252.57
113246,78935.21
113247,52604.836
113248,62612.164
113249,85706.58
113250,319115.06
113251,86006.67
113252,27969.172
113253,15073.357
113254,44264.996
113255,235560.6
113256,31671.285
113257,121388.99
113258,39321.9
113259,24565.562
113260,72570.28
113261,21973.088
113262,58103.105
113263,557591.5
113264,10605.459
113265,54037.617
113266,115434.45
113267,99572.625
113268,258390.67
113269,22462.66
113270,25233.734
113271,236841.62
113272,48062.723
113273,56150.22
113274,193795.56
113275,28332.25
113276,11592.29
113277,12533.508
113278,435812.16
113279,101587.07
113280,94606.52
113281,159707.47
113282,41408.117
113283,53874.125
113284,394151.75
113285,34931.867
113286,84853.24
113287,156395.58
113288,57548.43
113289,75987.91
113290,44168.656
113291,26100.217
113292,312814.0
113293,10511.895
113294,34427.15
113295,375929.0
113296,42872.47
113297,41261.355
113298,43054.758
113299,41347.617
113300,66470.02
113301,30755.006
113302,102373.445
113303,65249.305
113304,147364.45
113305,58351.75
113306,21871.61
113307,156530.31
113308,53451.742
113309,60746.223
113310,9809.496
113311,84133.98
113312,46205.188
113313,155906.53
113314,28266.465
113315,113171.97
113316,43643.93
113317,60879.04
113318,30684.744
113319,33023.535
113320,56628.164
113321,23054.266
113322,27969.842
113323,54701.4
113324,23051.85
113325,18695.799
113326,23261.516
113327,27173.41
113328,33553.758
113329,365405.66
113330,174110.25
113331,21502.996
113332,44590.83
113333,183649.06
113334,31231.797
113335,18482.328
113336,156515.03
113337,13216.543
113338,89126.76
113339,22628.12
113340,86476.03
113341,145527.6
113342,62418.95
113343,16496.816
113344,30058.266
113345,12066.588
113346,61218.613
113347,84012.61
113348,111999.07
113349,39599.4
113350,32124.326
113351,164237.66
113352,24483.555
113353,66761.42
113354,21846.438
113355,198532.17
113356,96331.21
113357,14030.514
113358,120930.57
113359,13480.863
113360,144205.06
113361,215751.0
113362,152839.9
113363,57362.348
113364,54377.625
113365,89272.59
113366,20313.387
113367,78527.055
113368,37886.92
113369,102988.52
113370,31731.844
113371,111392.84
113372,36959.227
113373,91060.586
113374,282645.06
113375,110245.086
113376,116606.8
113377,19160.293
113378,153449.1
113379,180100.72
113380,44470.35
113381,138169.22
113382,216611.31
113383,25503.08
113384,149010.06
113385,191669.69
113386,40085.195
113387,189435.38
113388,94282.93
113389,19624.043
113390,78187.9
113391,27785.77
113392,28432.043
113393,61258.61
113394,18588.79
113395,71762.57
113396,17819.244
113397,33107.35
113398,26454.086
113399,50271.406
113400,342865.8
113401,28484.182
113402,308220.25
113403,206819.12
113404,27450.982
113405,44213.387
113406,28321.312
113407,202461.64
113408,121778.195
113409,82994.74
113410,18793.73
113411,51461.086
113412,49133.414
113413,602824.0
113414,51284.11
113415,10108.055
113416,98255.08
113417,889559.7
113418,280497.75
113419,59657.066
113420,16363.419
113421,27149.215
113422,160991.42
113423,63024.58
113424,42965.703
113425,46050.875
113426,142276.06
113427,169064.6
113428,176570.33
113429,165467.9
113430,211121.44
113431,109562.71
113432,38984.445
113433,42691.07
113434,13216.166
113435,11643.262
113436,79920.164
113437,38677.273
113438,37831.312
113439,84145.63
113440,204490.34
113441,26236.713
113442,170250.08
113443,155662.05
113444,134407.11
113445,60220.96
113446,26411.781
113447,36097.92
113448,17557.723
113449,120807.15
113450,156808.25
113451,45080.934
113452,127774.67
113453,170322.6
113454,264109.78
113455,67161.45
113456,42176.97
113457,54145.24
113458,65117.426
113459,44052.113
113460,38885.17
113461,7719.286
113462,46784.03
113463,15780.741
113464,73653.21
113465,5495.4985
113466,49805.176
113467,28712.41
113468,119259.11
113469,25558.445
113470,49857.14
113471,26107.875
113472,860685.6
113473,264235.06
113474,46403.53
113475,44540.39
113476,47575.54
113477,102174.586
113478,377155.8
113479,193649.56
113480,172379.34
113481,400982.06
113482,43933.797
113483,11678.379
113484,70385.24
113485,88111.32
113486,13445.713
113487,111244.16
113488,26833.383
113489,29163.396
113490,107732.77
113491,202102.36
113492,15593.393
113493,96987.89
113494,34246.33
113495,124137.914
113496,33361.168
113497,156798.16
113498,40304.61
113499,28539.477
113500,73021.695
113501,47038.48
113502,213452.61
113503,28121.379
113504,223084.4
113505,14551.605
113506,7243.2075
113507,109586.83
113508,211427.14
113509,39512.586
113510,182802.31
113511,134072.12
113512,39530.65
113513,44363.457
113514,109788.305
113515,20445.344
113516,390264.03
113517,17050.295
113518,34952.727
113519,140374.61
113520,287851.56
113521,216243.0
113522,29161.809
113523,40581.992
113524,84582.02
113525,69874.21
113526,39371.766
113527,183358.77
113528,80476.48
113529,77622.29
113530,76875.34
113531,131999.94
113532,45459.082
113533,161649.69
113534,312782.1
113535,64939.047
113536,26940.514
113537,82845.766
113538,109241.336
113539,44074.47
113540,69979.73
113541,37602.688
113542,420103.38
113543,9859.027
113544,71902.08
113545,140699.1
113546,144016.66
113547,31556.3
113548,27927.176
113549,32195.047
113550,22794.348
113551,46168.934
113552,60470.66
113553,22099.113
113554,374984.38
113555,94030.875
113556,72005.81
113557,35338.95
113558,27352.16
113559,297952.44
113560,43657.406
113561,78946.445
113562,46300.598
113563,308508.88
113564,26591.531
113565,28797.023
113566,160777.53
113567,284733.75
113568,280560.94
113569,158840.12
113570,296872.56
113571,44673.215
113572,233455.88
113573,37651.383
113574,30220.771
113575,10695.678
113576,215427.31
113577,39062.65
113578,41900.914
113579,180944.16
113580,88085.74
113581,268787.6
113582,23509.18
113583,117256.64
113584,31927.723
113585,99803.65
113586,26303.512
113587,101982.766
113588,133820.19
113589,34674.336
113590,319737.38
113591,146198.88
113592,19757.258
113593,41550.695
113594,54445.336
113595,355817.88
113596,176008.16
113597,29751.016
113598,40706.883
113599,36399.79
113600,142322.78
113601,14720.713
113602,174973.53
113603,50665.77
113604,53649.14
113605,38014.18
113606,121994.695
113607,109713.71
113608,161832.83
113609,13945.368
113610,60162.797
113611,143290.56
113612,349039.88
113613,104237.15
113614,12283.26
113615,19280.348
113616,105122.63
113617,88005.85
113618,249336.22
113619,186157.66
113620,38869.617
113621,81808.96
113622,18122.836
113623,29063.14
113624,224954.9
113625,147461.44
113626,57768.973
113627,62819.945
113628,49618.344
113629,23115.924
113630,110199.586
113631,32735.094
113632,21579.004
113633,18967.568
113634,394899.94
113635,65373.97
113636,102101.6
113637,16072.76
113638,83304.086
113639,61523.86
113640,45790.04
113641,60821.38
113642,222521.88
113643,14305.52
113644,381182.3
113645,263733.38
113646,204826.94
113647,42576.152
113648,47277.87
113649,23855.79
113650,17802.645
113651,58593.375
113652,37653.633
113653,152099.2
113654,81166.24
113655,95673.9
113656,104253.58
113657,487903.34
113658,12349.272
113659,126676.73
113660,18728.79
113661,114618.27
113662,74193.4
113663,51001.918
113664,21158.531
113665,505067.06
113666,55758.86
113667,49969.957
113668,171083.9
113669,33089.492
113670,54738.96
113671,122461.46
113672,213471.19
113673,54384.07
113674,252143.38
113675,353184.88
113676,71491.98
113677,21808.264
113678,52746.1
113679,188841.98
113680,24207.97
113681,11202.525
113682,34553.75
113683,31233.64
113684,117433.6
113685,47110.445
113686,109176.19
113687,56412.21
113688,102078.71
113689,29559.502
113690,54257.6
113691,116889.4
113692,18049.207
113693,103751.21
113694,156767.16
113695,38977.805
113696,115346.99
113697,298750.2
113698,38115.363
113699,35079.15
113700,91451.44
113701,104934.305
113702,130192.875
113703,61312.766
113704,38458.914
113705,81000.445
113706,307338.94
113707,60194.93
113708,74300.93
113709,28177.066
113710,110163.77
113711,21103.973
113712,26787.977
113713,27010.883
113714,24042.094
113715,37017.57
113716,30324.734
113717,862841.2
113718,115681.12
113719,39979.586
113720,37468.03
113721,21065.574
113722,190506.81
113723,159486.67
113724,103138.08
113725,245199.72
113726,28096.938
113727,51079.68
113728,39787.562
113729,12597.53
113730,64066.586
113731,27261.604
113732,131085.8
113733,73916.516
113734,89808.48
113735,29119.574
113736,28694.215
113737,61070.703
113738,59865.664
113739,24177.363
