Instance,Income
112284,53104.14
112285,60732.08
112286,45052.45
112287,34706.2
112288,70198.14
112289,269938.4
112290,190314.81
112291,26051.695
112292,604552.4
112293,16877.64
112294,266606.03
112295,29125.703
112296,239463.47
112297,61527.01
112298,62881.41
112299,42473.11
112300,19034.002
112301,35467.38
112302,20651.402
112303,33845.59
112304,147673.83
112305,19778.846
112306,64019.957
112307,31648.264
112308,105879.62
112309,48024.637
112310,34851.785
112311,84207.95
112312,31556.645
112313,111678.15
112314,15917.963
112315,186290.12
112316,39966.574
112317,21915.074
112318,26131.145
112319,28630.766
112320,938293.4
112321,32596.54
112322,20568.969
112323,110014.305
112324,385821.25
112325,172490.77
112326,84879.164
112327,210342.4
112328,102710.43
112329,124439.43
112330,360570.38
112331,306464.4
112332,200309.81
112333,325339.2
112334,178332.48
112335,52928.44
112336,28114.31
112337,291872.94
112338,302632.38
112339,278241.2
112340,39284.883
112341,950728.5
112342,15816.954
112343,55367.188
112344,27546.934
112345,33259.723
112346,61802.41
112347,16767.148
112348,20295.656
112349,21990.207
112350,89877.46
112351,41601.043
112352,36947.95
112353,7267.1045
112354,117499.695
112355,49553.676
112356,60342.41
112357,51844.176
112358,95750.695
112359,34129.53
112360,17448.643
112361,169098.1
112362,50540.496
112363,59491.3
112364,9556.226
112365,10557.667
112366,19651.248
112367,23683.518
112368,42750.81
112369,164397.89
112370,30450.12
112371,422829.97
112372,94124.95
112373,41459.074
112374,12518.356
112375,29008.455
112376,101879.69
112377,109771.88
112378,60379.457
112379,94161.445
112380,64128.926
112381,80421.1
112382,89573.15
112383,28054.076
112384,177064.19
112385,10806.716
112386,148057.81
112387,57967.12
112388,35864.55
112389,22573.072
112390,10684.097
112391,22035.72
112392,119392.16
112393,32648.047
112394,49302.785
112395,13344.946
112396,109390.57
112397,53417.746
112398,358347.03
112399,100511.07
112400,79145.45
112401,115878.92
112402,914349.9
112403,122606.57
112404,117635.26
112405,62992.453
112406,22198.895
112407,9358.817
112408,22296.387
112409,46163.043
112410,11316.091
112411,155271.33
112412,94883.01
112413,24435.297
112414,83748.12
112415,136780.12
112416,59930.645
112417,94367.43
112418,75632.29
112419,177142.94
112420,44990.562
112421,225030.84
112422,108209.414
112423,32956.18
112424,13257.112
112425,36981.043
112426,98233.71
112427,282901.97
112428,153077.52
112429,10556.099
112430,32656.68
112431,136125.33
112432,35835.38
112433,65508.113
112434,26411.164
112435,63117.14
112436,49905.062
112437,70651.7
112438,100107.516
112439,20107.36
112440,225054.86
112441,40843.598
112442,305916.16
112443,43181.23
112444,24221.562
112445,60030.637
112446,325704.47
112447,689377.5
112448,50496.02
112449,84103.03
112450,36533.902
112451,99217.3
112452,15740.474
112453,30450.633
112454,112305.98
112455,690741.44
112456,55550.16
112457,148326.33
112458,116101.58
112459,34873.457
112460,43204.383
112461,430481.03
112462,96010.45
112463,48197.332
112464,43597.785
112465,130343.48
112466,158842.98
112467,45783.855
112468,35423.45
112469,50614.42
112470,34924.715
112471,51508.52
112472,162543.1
112473,67636.73
112474,19013.33
112475,84959.4
112476,88467.24
112477,39676.363
112478,67369.29
112479,17813.678
112480,48067.32
112481,127702.18
112482,44279.89
112483,291266.25
112484,41713.832
112485,91821.56
112486,8391.217
112487,19868.256
112488,152163.23
112489,47505.152
112490,271599.0
112491,84618.555
112492,38256.24
112493,347349.12
112494,11218.642
112495,12663.017
112496,19564.117
112497,214009.6
112498,12662.384
112499,56274.14
112500,11177.972
112501,51805.887
112502,65842.74
112503,36397.81
112504,36771.094
112505,23562.73
112506,53480.934
112507,75337.26
112508,79190.086
112509,8218.083
112510,40322.996
112511,116030.82
112512,12927.1045
112513,52159.453
112514,27602.39
112515,75914.92
112516,72331.445
112517,13494.132
112518,72170.484
112519,15915.157
112520,19052.398
112521,152055.52
112522,40745.848
112523,40416.01
112524,67668.89
112525,11096.138
112526,12216.65
112527,39336.863
112528,29542.262
112529,22951.023
112530,92007.086
112531,105325.445
112532,202474.14
112533,105113.84
112534,213882.22
112535,61318.168
112536,115399.9
112537,30300.574
112538,8755.806
112539,171952.75
112540,11631.444
112541,75763.6
112542,210287.39
112543,56906.69
112544,243110.23
112545,20578.203
112546,33848.902
112547,108034.695
112548,806273.1
112549,84017.01
112550,70131.63
112551,10978.683
112552,144462.25
112553,49960.57
112554,88247.586
112555,23822.258
112556,93085.55
112557,43955.684
112558,97628.82
112559,36975.168
112560,23661.738
112561,167560.92
112562,8699.622
112563,162486.6
112564,413038.38
112565,113592.46
112566,23876.246
112567,28748.598
112568,30932.043
112569,107755.336
112570,35100.41
112571,142271.06
112572,154125.62
112573,24219.197
112574,60917.2
112575,96201.445
112576,62181.46
112577,330925.8
112578,326078.28
112579,94247.82
112580,134317.44
112581,33449.965
112582,17338.537
112583,12296.519
112584,215817.66
112585,28764.28
112586,24065.828
112587,139044.75
112588,87445.88
112589,186236.67
112590,13927.706
112591,139148.11
112592,32948.71
112593,21818.383
112594,32138.61
112595,29902.16
112596,65136.06
112597,53972.1
112598,18989.445
112599,13418.745
112600,17466.754
112601,110977.24
112602,32142.133
112603,73011.59
112604,138467.94
112605,25363.322
112606,57436.996
112607,47270.84
112608,96269.43
112609,159034.06
112610,64688.65
112611,190989.72
112612,137096.94
112613,93805.76
112614,179408.06
112615,50029.527
112616,92857.43
112617,71586.42
112618,387353.72
112619,46780.137
112620,31412.713
112621,10273.362
112622,100865.43
112623,51041.207
112624,44440.707
112625,43394.137
112626,117892.03
112627,34694.156
112628,35593.895
112629,46485.695
112630,52715.004
112631,64624.516
112632,176872.34
112633,142609.28
112634,24308.314
112635,47127.12
112636,72235.055
112637,189628.02
112638,13525.05
112639,58772.66
112640,34551.72
112641,22374.387
112642,218217.06
112643,38789.887
112644,133510.16
112645,64932.836
112646,15751.861
112647,33673.637
112648,52723.844
112649,27843.34
112650,11497.812
112651,41126.816
112652,15109.24
112653,36366.28
112654,39405.098
112655,34250.805
112656,11747.114
112657,259350.19
112658,655245.2
112659,98154.53
112660,39506.492
112661,184769.94
112662,86624.99
112663,108010.91
112664,229862.42
112665,404710.94
112666,94802.61
112667,24536.723
112668,24545.738
112669,100931.164
112670,12754.07
112671,195008.72
112672,105578.64
112673,85518.1
112674,20664.97
112675,50246.81
112676,34473.41
112677,40078.527
112678,16931.557
112679,102790.58
112680,100408.945
112681,26189.926
112682,108862.875
112683,19426.566
112684,225965.22
112685,30390.803
112686,29120.803
112687,22460.627
112688,21676.203
112689,125001.49
112690,32653.914
112691,58024.113
112692,25505.69
112693,107456.055
112694,27639.059
112695,136305.19
112696,118230.27
112697,100737.31
112698,70855.69
112699,285386.84
112700,191137.94
112701,336260.97
112702,131542.98
112703,37144.844
112704,34866.246
112705,235352.39
112706,76160.51
112707,19881.64
112708,101185.62
112709,152573.89
112710,41143.566
112711,64552.94
112712,7222.7646
112713,47807.535
112714,126720.38
112715,92830.32
112716,32640.27
112717,14454.655
112718,61546.445
112719,35056.598
112720,32907.754
112721,33288.54
112722,43025.133
112723,26509.047
112724,46925.56
112725,53223.008
112726,7551.525
112727,71758.47
112728,140021.33
112729,55066.832
112730,31653.133
112731,50208.984
112732,19408.156
112733,64290.63
112734,193991.0
112735,13856.257
112736,69780.04
112737,53567.082
112738,348251.56
112739,21557.805
112740,64313.168
112741,17200.77
112742,19090.283
112743,26138.545
112744,110233.055
112745,156326.47
112746,40783.656
112747,75920.1
112748,339244.03
112749,52969.41
112750,10232.459
112751,289996.6
112752,44130.926
112753,28236.785
112754,100325.4
112755,40158.098
112756,49090.3
112757,77666.93
112758,17766.73
112759,6680.2
112760,39943.766
112761,84298.56
112762,326802.44
112763,23253.188
112764,121599.164
112765,21409.004
112766,68505.05
112767,819536.0
112768,13333.598
112769,94633.445
112770,39250.8
112771,67343.055
112772,17363.234
112773,94591.13
112774,17639.455
112775,54011.312
112776,37380.637
112777,21658.414
112778,672591.25
112779,171489.97
112780,145051.4
112781,86873.52
112782,29975.578
112783,38962.355
112784,30531.695
112785,15351.343
112786,81241.98
112787,41614.293
112788,32761.934
112789,59876.754
112790,110957.805
112791,124034.836
112792,8308.099
112793,69774.266
112794,583510.4
112795,31373.95
112796,36522.277
112797,52244.65
112798,69568.96
112799,111750.73
112800,34158.363
112801,10776.956
112802,171117.94
112803,495415.6
112804,31826.648
112805,52307.02
112806,11552.121
112807,19458.885
112808,236099.88
112809,20713.2
112810,149770.4
112811,134363.75
112812,79383.93
112813,197262.6
112814,53410.457
112815,41588.363
112816,29233.945
112817,70945.414
112818,45337.8
112819,61772.266
112820,302291.78
112821,14899.089
112822,27653.63
112823,36210.85
112824,23815.328
112825,31553.086
112826,66429.914
112827,47859.004
112828,67311.25
112829,20039.648
112830,65828.91
112831,79362.98
112832,60681.26
112833,101651.02
112834,46572.152
112835,135599.1
112836,34708.566
112837,105236.98
112838,381223.28
112839,70427.83
112840,124750.805
112841,50555.61
112842,185941.4
112843,42666.68
112844,24524.793
112845,50642.8
112846,218767.69
112847,63496.754
112848,151883.84
112849,130126.19
112850,173954.06
112851,148356.33
112852,19002.156
112853,296833.5
112854,38092.03
112855,361602.22
112856,42769.215
112857,14488.028
112858,44134.58
112859,148336.02
112860,25318.674
112861,244194.33
112862,17380.979
112863,66036.93
112864,189929.5
112865,13124.262
112866,213402.56
112867,9014.86
112868,23884.236
112869,76878.96
112870,72494.875
112871,117314.54
112872,19349.48
112873,199110.22
112874,87561.43
112875,81975.6
112876,228066.47
112877,29061.637
112878,345229.88
112879,328990.4
112880,48309.395
112881,33388.465
112882,468508.7
112883,19890.785
112884,18653.547
112885,48536.95
112886,72504.555
112887,16236.176
112888,102375.414
112889,72210.516
112890,168873.88
112891,109998.53
112892,70994.664
112893,34408.9
112894,248533.25
112895,13340.96
112896,7321.1714
112897,47845.87
112898,171064.28
112899,20673.904
112900,62703.105
112901,55786.34
112902,22902.201
112903,177260.67
112904,182939.52
112905,54320.99
112906,52439.277
112907,8047.7847
112908,11510.725
112909,460223.56
112910,106444.61
112911,58481.92
112912,21355.586
112913,74321.74
112914,16393.543
112915,191457.25
112916,307606.97
112917,73918.77
112918,71470.32
112919,51621.824
112920,34400.73
112921,18390.979
112922,151534.55
112923,80264.54
112924,56614.723
112925,184583.25
112926,7740.9917
112927,15786.84
112928,33760.758
112929,83246.71
112930,451946.03
112931,63948.574
112932,169861.56
112933,17812.596
112934,45643.348
112935,69940.66
112936,125998.555
112937,354156.06
112938,50661.727
112939,21170.281
112940,57919.05
112941,421699.78
112942,23380.422
112943,269964.97
112944,36938.133
112945,109818.766
112946,36664.062
112947,35917.73
112948,45145.87
112949,40568.86
112950,146771.22
112951,51604.535
112952,21743.184
112953,32406.664
112954,53422.527
112955,26610.096
112956,13326.842
112957,11736.464
112958,608148.6
112959,64364.887
112960,41487.5
112961,291192.6
112962,79019.76
112963,115627.43
112964,15087.81
112965,38648.004
112966,459139.0
112967,42172.46
112968,13777.067
112969,49454.73
112970,12542.57
112971,67497.05
112972,173538.47
112973,47860.816
112974,68335.68
112975,45718.78
112976,31482.145
112977,13537.833
112978,102713.85
112979,254893.5
112980,562815.7
112981,68576.6
112982,33741.43
112983,87278.84
112984,16357.709
112985,11622.579
112986,32780.625
112987,16467.754
112988,30259.926
112989,59964.7
112990,67366.36
112991,30781.596
112992,13030.323
112993,92971.76
112994,13715.583
112995,157012.81
112996,18033.656
112997,362085.53
112998,44741.863
112999,50013.605
113000,18570.621
113001,22016.92
113002,19079.568
113003,70929.88
113004,92277.71
113005,15541.532
113006,51445.332
113007,28665.834
113008,17983.121
113009,22525.004
113010,26162.006
113011,18097.533
113012,25258.562
113013,48297.38
113014,83821.125
113015,142125.39
113016,352320.72
113017,80505.914
113018,39795.418
113019,160936.19
113020,42315.242
113021,38130.758
113022,52848.2
113023,45105.438
113024,55831.918
113025,13563.36
113026,12424.169
113027,39021.59
113028,33908.66
113029,137893.4
113030,46254.13
113031,43988.68
113032,7628.8364
113033,93059.56
113034,31169.121
113035,37776.387
113036,135877.11
113037,83193.6
113038,63033.367
113039,68517.9
113040,36666.945
113041,18247.066
113042,227276.28
113043,21745.422
113044,319789.62
113045,844985.5
113046,50622.594
113047,23625.145
113048,31227.002
113049,136167.89
113050,109817.72
113051,119810.81
113052,5904.639
113053,86299.49
113054,55172.133
113055,39942.918
113056,70474.27
113057,19820.86
113058,18732.285
113059,69078.79
113060,62670.87
113061,46746.824
113062,58972.89
113063,182410.16
113064,76894.664
113065,43069.367
113066,15911.122
113067,63189.16
113068,79796.81
113069,14962.401
113070,81161.55
113071,132423.81
113072,33648.52
113073,285703.28
113074,168921.81
113075,33221.715
113076,97466.89
113077,45002.67
113078,43233.63
113079,44505.902
113080,60953.402
113081,54544.73
113082,27786.633
113083,56299.05
113084,59591.816
113085,20021.281
113086,201821.12
113087,657054.4
113088,42031.64
113089,225322.58
113090,22820.518
113091,53965.535
113092,68670.63
113093,38560.082
113094,141719.47
113095,151323.08
113096,48539.043
113097,37887.184
113098,239737.08
113099,10240.902
113100,39750.434
113101,262975.28
113102,301384.16
113103,50182.49
113104,26363.93
113105,14794.069
113106,127836.57
113107,118666.5
113108,96096.4
113109,12377.434
113110,60254.715
113111,95254.76
113112,88064.7
113113,123975.94
113114,34136.94
113115,41825.63
113116,70845.945
113117,163951.98
113118,6728.2456
113119,155194.75
113120,78483.875
113121,32183.715
113122,106479.01
113123,418667.75
113124,17303.727
113125,137307.48
113126,91025.56
113127,61892.32
113128,28374.977
113129,163922.6
113130,114170.45
113131,58808.35
113132,119655.6
113133,50305.094
113134,386522.56
113135,96353.86
113136,111663.055
113137,20640.045
113138,68545.555
113139,127003.055
113140,141515.39
113141,80356.33
113142,20184.059
113143,42875.254
113144,186894.94
113145,75952.52
113146,54245.004
113147,21367.488
113148,195534.53
113149,38533.99
113150,25204.703
113151,43335.035
113152,46372.027
113153,195993.53
113154,77465.9
113155,48905.707
113156,639509.1
113157,174666.14
113158,34729.547
113159,214410.56
113160,23005.07
113161,146253.7
113162,54380.484
113163,18640.184
113164,50511.516
113165,235206.12
113166,25578.23
113167,118549.64
113168,27498.816
113169,39480.188
113170,190076.42
113171,67959.625
113172,106963.96
113173,18821.84
113174,98124.37
113175,50969.01
113176,73700.47
113177,72116.02
113178,25953.477
113179,11173.413
113180,23695.816
113181,39367.812
113182,24719.0
113183,22938.07
113184,47735.96
113185,94259.96
113186,116637.234
113187,147165.77
113188,16100.495
113189,163877.66
113190,25341.145
113191,11594.942
113192,18403.562
113193,87425.27
113194,36515.586
113195,206096.34
113196,31036.338
113197,890983.9
113198,78738.89
113199,46254.816
113200,15396.532
113201,21452.91
113202,17505.8
113203,26417.377
113204,157823.19
113205,658509.0
113206,79608.67
113207,29424.398
113208,172591.75
113209,79101.76
113210,106332.695
113211,37108.746
113212,84220.32
113213,52951.613
113214,34126.65
113215,71672.08
113216,78735.305
113217,13125.348
113218,47817.223
113219,9975.978
113220,142080.7
113221,10425.798
113222,13328.427
113223,134556.11
113224,29150.977
113225,74073.98
113226,33332.598
113227,62551.71
113228,35231.79
113229,6084.9688
113230,16539.074
113231,34328.1
113232,243814.1
113233,53397.8
113234,29434.104
113235,233112.1
113236,59410.973
113237,231250.38
113238,90633.49
113239,20043.598
113240,63276.266
113241,90910.73
113242,70914.32
113243,69253.164
113244,30630.893
113245,99524.414
113246,76378.13
113247,51610.957
113248,56310.51
113249,97930.38
113250,338916.03
113251,80364.586
113252,26352.242
113253,11746.432
113254,80816.516
113255,183657.0
113256,27571.684
113257,107149.96
113258,39183.645
113259,21336.52
113260,73404.77
113261,12608.19
113262,75546.81
113263,503351.4
113264,9399.819
113265,53910.684
113266,108586.91
113267,90634.63
113268,270491.03
113269,24982.559
113270,26094.783
113271,212901.4
113272,34175.555
113273,57466.49
113274,196761.56
113275,26055.64
113276,9642.726
113277,11038.674
113278,384064.34
113279,74449.27
113280,103201.59
113281,126520.23
113282,37693.773
113283,57215.605
113284,380601.84
113285,26781.05
113286,36700.094
113287,139884.11
113288,54693.457
113289,73179.7
113290,16858.023
113291,19954.182
113292,315882.34
113293,10180.287
113294,33890.336
113295,340397.03
113296,32802.035
113297,39178.383
113298,40875.58
113299,36301.547
113300,61256.395
113301,20875.17
113302,100601.305
113303,61552.434
113304,136385.92
113305,50359.777
113306,20649.117
113307,140835.4
113308,41163.13
113309,62650.426
113310,10267.838
113311,80751.77
113312,42560.598
113313,173119.36
113314,19986.977
113315,105278.24
113316,41339.37
113317,67085.99
113318,27977.402
113319,25492.023
113320,61285.895
113321,25734.469
113322,33465.926
113323,51739.496
113324,8805.106
113325,8585.013
113326,18112.684
113327,41177.105
113328,10952.001
113329,304202.03
113330,140842.97
113331,10492.269
113332,24241.14
113333,179570.05
113334,26030.844
113335,13104.044
113336,129928.02
113337,12137.153
113338,100663.13
113339,22184.316
113340,59445.98
113341,141640.61
113342,74437.19
113343,15797.417
113344,28764.367
113345,14232.952
113346,58188.45
113347,82199.73
113348,128300.45
113349,44298.957
113350,38689.59
113351,140547.06
113352,26599.693
113353,72513.0
113354,29124.443
113355,207118.31
113356,83322.89
113357,9304.494
113358,117775.42
113359,12459.371
113360,137062.66
113361,166379.31
113362,160051.19
113363,71352.51
113364,52065.812
113365,85045.26
113366,30933.008
113367,76977.164
113368,29060.09
113369,84321.24
113370,23047.775
113371,95500.63
113372,24340.012
113373,83426.89
113374,257411.75
113375,105467.01
113376,84032.27
113377,20788.922
113378,132617.97
113379,161754.6
113380,33259.707
113381,121375.64
113382,227228.75
113383,26459.418
113384,126612.41
113385,184869.28
113386,41640.465
113387,168953.58
113388,68889.59
113389,18833.184
113390,112592.5
113391,27999.004
113392,30874.953
113393,55114.74
113394,20698.365
113395,55247.47
113396,14667.938
113397,33251.723
113398,29797.129
113399,53243.004
113400,324546.97
113401,26082.152
113402,286903.16
113403,223142.33
113404,25997.436
113405,48477.723
113406,15676.832
113407,180840.4
113408,123629.4
113409,75419.73
113410,10559.065
113411,50169.418
113412,56365.94
113413,508157.84
113414,48587.707
113415,10427.243
113416,93106.12
113417,826196.9
113418,309011.5
113419,45283.76
113420,13517.507
113421,24340.121
113422,151949.6
113423,61088.688
113424,53428.918
113425,47763.72
113426,106622.234
113427,145528.03
113428,164242.6
113429,141362.94
113430,205608.08
113431,105828.31
113432,27451.719
113433,36751.48
113434,14623.005
113435,25977.832
113436,72383.836
113437,27460.87
113438,36551.125
113439,73197.305
113440,124588.86
113441,16764.188
113442,155495.55
113443,133846.7
113444,131175.58
113445,55522.86
113446,18303.719
113447,32671.02
113448,18039.193
113449,105596.26
113450,135993.75
113451,47357.12
113452,105818.9
113453,159762.14
113454,282965.34
113455,51732.676
113456,31465.613
113457,42523.426
113458,80052.88
113459,43466.914
113460,42062.797
113461,5879.7603
113462,35610.887
113463,13951.963
113464,80585.445
113465,8714.612
113466,35800.96
113467,34519.44
113468,97833.984
113469,19505.602
113470,38287.12
113471,23190.766
113472,1019153.9
113473,211588.47
113474,57037.098
113475,37784.19
113476,39844.824
113477,115881.086
113478,341548.47
113479,157395.28
113480,146005.86
113481,346533.84
113482,46983.785
113483,15354.179
113484,65607.23
113485,87909.77
113486,16768.906
113487,102387.76
113488,23087.457
113489,28035.406
113490,91080.0
113491,191707.38
113492,12366.747
113493,100971.6
113494,28405.365
113495,119026.38
113496,41319.316
113497,134972.56
113498,44042.17
113499,28372.555
113500,68684.51
113501,36532.176
113502,184475.05
113503,30407.332
113504,215010.12
113505,13606.79
113506,9925.07
113507,87566.46
113508,172463.08
113509,26020.23
113510,159014.84
113511,98126.1
113512,35658.863
113513,34638.844
113514,96715.695
113515,25600.164
113516,308609.4
113517,19166.332
113518,48911.707
113519,121900.195
113520,281698.66
113521,188684.88
113522,34907.12
113523,36033.027
113524,89583.555
113525,69167.48
113526,29212.09
113527,142973.11
113528,61454.67
113529,52398.89
113530,60376.19
113531,108780.13
113532,36713.836
113533,142995.44
113534,340432.47
113535,65140.832
113536,22207.98
113537,73433.055
113538,88193.73
113539,36329.848
113540,69463.234
113541,24271.49
113542,427318.22
113543,8343.532
113544,66482.51
113545,124331.19
113546,147270.16
113547,29875.559
113548,13381.931
113549,24984.86
113550,21193.305
113551,42770.01
113552,70809.875
113553,11831.618
113554,324150.25
113555,86934.516
113556,70904.37
113557,30454.621
113558,22458.629
113559,245068.53
113560,42376.348
113561,76469.25
113562,65912.41
113563,307167.03
113564,24843.23
113565,24881.594
113566,152459.66
113567,249371.2
113568,269645.56
113569,159756.6
113570,291046.84
113571,41496.727
113572,216894.06
113573,32706.582
113574,21368.86
113575,13514.382
113576,205105.38
113577,29227.352
113578,43022.08
113579,187534.34
113580,72878.99
113581,255172.9
113582,21258.514
113583,114982.305
113584,33882.58
113585,101092.81
113586,20504.586
113587,62344.24
113588,120680.15
113589,27745.832
113590,327908.47
113591,113532.68
113592,25903.2
113593,29791.27
113594,58575.56
113595,299172.28
113596,228500.48
113597,31922.66
113598,42234.85
113599,38756.94
113600,125463.55
113601,21179.605
113602,143986.38
113603,36730.773
113604,45325.996
113605,30339.281
113606,127686.766
113607,92739.695
113608,143544.67
113609,18469.602
113610,59743.574
113611,114360.57
113612,308292.06
113613,90994.23
113614,13561.29
113615,18030.414
113616,104535.06
113617,79800.086
113618,287285.84
113619,150952.3
113620,40831.668
113621,78120.84
113622,19150.52
113623,22923.324
113624,229207.0
113625,135310.84
113626,46963.043
113627,58273.887
113628,34615.52
113629,22054.219
113630,89545.53
113631,32611.094
113632,25209.809
113633,25908.318
113634,342266.97
113635,80884.93
113636,100635.52
113637,12910.763
113638,70668.71
113639,52761.9
113640,40565.05
113641,46511.746
113642,191409.47
113643,23580.547
113644,358249.16
113645,283877.44
113646,199758.4
113647,46255.188
113648,76715.4
113649,21430.68
113650,14753.617
113651,67662.6
113652,35128.207
113653,129170.836
113654,86197.49
113655,75513.914
113656,119734.23
113657,478330.9
113658,13190.864
113659,120685.26
113660,11593.624
113661,106821.52
113662,84447.13
113663,52168.43
113664,11978.839
113665,458103.4
113666,36746.38
113667,50673.01
113668,122291.2
113669,34455.4
113670,60153.676
113671,108092.6
113672,182310.03
113673,64415.48
113674,218738.0
113675,308337.38
113676,70105.71
113677,23349.695
113678,50914.605
113679,170398.56
113680,23070.266
113681,11505.212
113682,30760.328
113683,35777.25
113684,103819.17
113685,40604.645
113686,79746.38
113687,55093.2
113688,94602.164
113689,37367.844
113690,50638.76
113691,107739.13
113692,19362.736
113693,85192.92
113694,146090.7
113695,29590.557
113696,105507.51
113697,289300.5
113698,41961.973
113699,31382.93
113700,91807.64
113701,101418.51
113702,140456.33
113703,46498.348
113704,45073.37
113705,82080.21
113706,318222.22
113707,41475.402
113708,73901.81
113709,24615.074
113710,110327.375
113711,23505.05
113712,13879.522
113713,30709.73
113714,40507.94
113715,33945.44
113716,22546.883
113717,891464.9
113718,131585.12
113719,29125.738
113720,36624.547
113721,22678.246
113722,167680.16
113723,136508.9
113724,109299.04
113725,243008.52
113726,20726.865
113727,55638.668
113728,38575.684
113729,6853.48
113730,57176.24
113731,39056.52
113732,128682.32
113733,66858.11
113734,82255.32
113735,12706.085
113736,29757.05
113737,44715.9
113738,56466.215
113739,19555.994
